*PLANT STORAGE OUTPUT FILE
@YEAR DOY   DAS   DAP  QCQD  QHAD  QC%M  QRAD  QMAD  QCFD  QCAD  QCDD  QDTD  QN%X  QN%I  QV%D  QV%T  QNAA  QNRX  QNRN  QNAR  QNAM  QNAG  QNAN  QNAL  QN%N  QN%D  QW%C  QP%W  QL%S  QL%1  QS%D  Q1%D  QC%D  QCAM  QFDS  QFD1  QEAD  QEWD  QWAD  QT%S  QT%1  QCRD  QNMD  QCAG  QWNG  QWND  QFAD  QWAI  QMAM  QNAD  QNAC  QNLC  QDAD  XSTR
 2007 283    70    62  1.15  0.02 .0564  0.14  0.14  0.00    56  0.00  0.00 0.015 0.010 0.284 0.000  0.00  0.04  0.03  0.07  0.01  0.03  0.03  0.00  0.01  1.18  0.00  0.09  0.00  0.00  1.00  0.00 0.163  0.00  0.00  0.00  0.19  0.00   488 1.000 0.000   8.0  0.21  0.47  2.74  3.14  0.00    0.  0.00  0.57     6  0.04     33  0.00
 2007 293    80    72  1.15  0.00 .0419  0.14  0.27  0.00    90  0.00  0.00 0.015 0.010 0.299 0.000  0.00  0.06  0.05  0.07  0.02  0.04  0.04  0.01  0.01  1.12  0.00  0.08  0.00  0.00  1.00  0.00 0.166  0.00  0.00  0.00  0.46  0.00   782 1.000 0.000  12.9  0.29  0.56  3.71  4.56  0.00    0.  0.00  0.87     9  0.07     57  0.00
 2007 303    90    82  1.15  0.00 .0314  0.14  0.20  0.00   120  0.00  0.00 0.015 0.010 0.298 0.000  0.00  0.06  0.05  0.07  0.02  0.04  0.04  0.00  0.01  1.06  0.00  0.09  0.00  0.00  1.00  0.00 0.168  0.00  0.00  0.00  0.44  0.00  1032 1.000 0.000  17.3  0.32  0.63  3.74  4.51  0.00    0.  0.00  1.09    12  0.09     80  0.00
 2007 313   100    92  1.15  0.00 .0252  0.14  0.13  0.00   145  0.00  0.00 0.015 0.010 0.297 0.000  0.00  0.05  0.04  0.07  0.02  0.03  0.03  0.00  0.01  1.00  0.00  0.09  0.00  0.00  1.00  0.00 0.170  0.00  0.00  0.00  0.36  0.00  1237 1.000 0.000  21.0  0.32  0.51  2.87  3.49  0.00    0.  0.00  1.24    14  0.12    105  0.00
 2007 323   110   102  1.15  0.00 .0208  0.14  0.16  0.00   175  0.00  0.00 0.015 0.010 0.296 0.000  0.00  0.06  0.04  0.07  0.02  0.04  0.03  0.01  0.01  0.98  0.00  0.09  0.00  0.00  1.00  0.00 0.171  0.00  0.00  0.00  0.53  0.00  1476 1.000 0.000  25.2  0.35  0.58  3.32  4.16  0.00    0.  0.00  1.44    16  0.15    140  0.00
 2007 333   120   112  1.15  0.00 .0203  0.14  0.05  0.00   181  0.00  0.00 0.015 0.010 0.296 0.000  0.00  0.01  0.01  0.07  0.02 -0.00 -0.00  0.00  0.01  0.93  0.00  0.09  0.00  0.00  1.00  0.00 0.171  0.00  0.00  0.00  0.18  0.00  1520 1.000 0.000  26.0  0.28  0.10  0.60  0.94  0.00    0.  0.00  1.41    16  0.16    152  0.00
 2007 343   130   122  1.15  0.00 .0200  0.14  0.00  0.00   192  0.00  0.00 0.015 0.010 0.296 0.000  0.01  0.00  0.00  0.07  0.02 -0.01 -0.01  0.00  0.01  0.91  0.00  0.00  0.00  0.00  1.00  0.00 0.171  0.00  0.00  0.00  0.00  0.00  1596 1.000 0.000  27.3  0.27  0.00 -0.06  0.00  0.00    0.  0.00  1.45    16  0.18    168  0.00
 2007 353   140   132  1.15  0.00 .0200  0.14  0.05  0.00   193  0.00  0.00 0.015 0.010 0.296 0.000  0.00  0.01  0.01  0.07  0.02 -0.00 -0.00  0.00  0.01  0.88  0.00  0.09  0.00  0.00  1.00  0.00 0.171  0.00  0.00  0.00  0.16  0.00  1600 1.000 0.000  27.4  0.22  0.08  0.46  0.75  0.00    0.  0.00  1.40    16  0.18    172  0.00
 2007 363   150   142  1.15  0.00 .0200  0.14  0.00  0.00   195  0.00  0.00 0.015 0.010 0.296 0.000  0.01  0.00  0.00  0.07  0.01 -0.00 -0.00  0.00  0.01  0.85  0.00  0.00  0.00  0.00  1.00  0.00 0.171  0.00  0.00  0.00  0.00  0.00  1611 1.000 0.000  27.5  0.18 -0.00 -0.03  0.00  0.00    0.  0.00  1.37    16  0.19    177  0.00
 2008 008   160   152  1.15  0.00 .0200  0.14  0.00  0.00   200  0.00  0.00 0.015 0.010 0.308 0.000  0.01  0.00  0.00  0.07  0.01 -0.00 -0.00  0.00  0.01  0.86  0.00  0.00  0.00  0.00  1.00  0.00 0.170  0.00  0.00  0.00  0.01  0.00  1641 1.000 0.000  27.9  0.20 -0.00 -0.03  0.00  0.00    0.  0.00  1.42    16  0.20    189  0.00
 2008 018   170   162  1.15  0.00 .0200  0.14  0.00  0.00   201  0.00  0.00 0.015 0.010 0.308 0.000  0.01  0.00  0.00  0.07  0.01 -0.01 -0.01  0.00  0.01  0.87  0.00  0.00  0.00  0.00  1.00  0.00 0.169  0.00  0.00  0.00  0.00  0.00  1647 1.000 0.000  27.9  0.21  0.00 -0.03  0.00  0.00    0.  0.00  1.44    16  0.20    196  0.00
 2008 028   180   172  1.15  0.00 .0200  0.14  0.10  0.00   209  0.00  0.00 0.015 0.010 0.308 0.000  0.00  0.04  0.03  0.07  0.02  0.02  0.02  0.00  0.01  0.89  0.00  0.09  0.00  0.00  1.00  0.00 0.169  0.00  0.00  0.00  0.35  0.00  1708 1.000 0.000  28.9  0.26  0.39  2.18  2.73  0.00    0.  0.00  1.53    17  0.21    208  0.00
 2008 038   190   182  1.15  0.00 .0200  0.14  0.01  0.00   211  0.00  0.00 0.015 0.010 0.308 0.000  0.02  0.00  0.00  0.07  0.02  0.00  0.00  0.00  0.01  0.89  0.00  0.00  0.00  0.00  1.00  0.00 0.169  0.00  0.00  0.00  0.03  0.00  1717 1.000 0.000  28.9  0.25 -0.01 -0.04  0.00  0.00    0.  0.00  1.53    18  0.22    216  0.00
 2008 048   200   192  1.15  0.00 .0200  0.14  0.00  0.00   216  0.00  0.00 0.015 0.010 0.308 0.000  0.02  0.00  0.00  0.07  0.03 -0.01 -0.01  0.00  0.01  0.98  0.00  0.00  0.00  0.00  1.00  0.00 0.167  0.00  0.00  0.00  0.01  0.00  1761 1.000 0.000  29.4  0.42 -0.01 -0.06  0.00  0.00    0.  0.00  1.73    20  0.23    230  0.00
 2008 058   210   202  1.15  0.00 .0200  0.14  0.07  0.00   229  0.00  0.00 0.015 0.010 0.308 0.000  0.04  0.02  0.02  0.07  0.03  0.03  0.03  0.00  0.01  1.01  0.00  0.09  0.00  0.00  1.00  0.00 0.167  0.00  0.00  0.00  0.25  0.00  1859 1.000 0.000  31.0  0.49  0.21  1.35  1.61  0.00    0.  0.00  1.88    21  0.25    250  0.00
 2008 068   220   212  1.15  0.00 .0200  0.14  0.06  0.00   245  0.00  0.00 0.015 0.010 0.255 0.000  0.02  0.02  0.01  0.07  0.03  0.00  0.00  0.00  0.01  1.00  0.00  0.09  0.00  0.00  1.00  0.00 0.167  0.00  0.00  0.00  0.23  0.00  1986 1.000 0.000  33.1  0.51  0.15  0.88  1.27  0.00    0.  0.00  1.99    23  0.28    276  0.00
 2008 078   230   222  1.15  0.00 .0200  0.14  0.07  0.00   266  0.00  0.00 0.015 0.010 0.191 0.000  0.07  0.02  0.01  0.07  0.03  0.06  0.06  0.00  0.01  0.97  0.00  0.09  0.00  0.00  1.00  0.00 0.167  0.00  0.00  0.00  0.26  0.00  2137 1.000 0.000  35.7  0.47  0.13  1.15  1.21  0.00    0.  0.00  2.07    24  0.31    310  0.00
 2008 088   240   232  1.15  0.00 .0200  0.14  0.11  0.00   291  0.00  0.00 0.015 0.010 0.139 0.000  0.00  0.02  0.01  0.07  0.03 -0.01 -0.01  0.00  0.01  0.92  0.00  0.08  0.00  0.00  1.00  0.00 0.166  0.00  0.00  0.00  0.38  0.00  2302 1.000 0.000  38.3  0.40  0.09  0.65  1.32  0.00    0.  0.00  2.12    25  0.37    365  0.00
 2008 098   250   242  1.15  0.02 .0200  0.14  0.19  0.00   313  0.00  0.00 0.015 0.010 0.139 0.000  0.00  0.04  0.03  0.07  0.04  0.01 -0.00  0.01  0.01  0.96  0.00  0.09  0.00  0.00  1.00  0.00 0.166  0.00  0.00  0.00  0.67  0.00  2454 1.000 0.000  40.7  0.52  0.32  1.93  2.98  0.00    0.  0.00  2.35    28  0.42    418  0.00
 2008 108   260   252  1.15  0.04 .0200  0.14  0.08  0.00   337  0.00  0.00 0.015 0.010 0.139 0.000  0.00  0.02  0.01  0.07  0.03 -0.02 -0.02  0.00  0.01  0.93  0.00  0.08  0.00  0.00  1.00  0.00 0.166  0.00  0.00  0.00  0.30  0.00  2612 1.000 0.000  43.3  0.49  0.14  0.60  1.17  0.00    0.  0.00  2.44    29  0.47    477  0.00
 2008 118   270   262  1.15  0.01 .0200  0.14  0.18  0.00   377  0.00  0.00 0.015 0.010 0.139 0.000  0.01  0.04  0.03  0.07  0.04  0.01  0.01  0.01  0.01  0.94  0.00  0.09  0.00  0.00  1.00  0.00 0.166  0.00  0.00  0.00  0.64  0.00  2876 1.000 0.000  47.7  0.55  0.30  1.88  2.86  0.00    0.  0.00  2.70    33  0.57    578  0.00
 2008 128   280   272  1.15  0.34 .0200  0.14  0.37  0.00   417  0.00  0.00 0.015 0.010 0.139 0.000  0.00  0.04  0.03  0.06  0.03  0.01 -0.00  0.01  0.01  0.91  0.00  0.09  0.00  0.00  1.00  0.00 0.165  0.00  0.00  0.00  1.35  0.00  3109 1.000 0.000  51.2  0.51  0.38  1.55  3.14  0.00    0.  0.00  2.84    35  0.68    700  0.00
 2008 138   290   282  1.15  0.00 .0200  0.14  0.56  0.00   457  0.00  0.00 0.015 0.010 0.139 0.000  0.00  0.07  0.05  0.05  0.04  0.03  0.02  0.02  0.01  0.96  0.00  0.09  0.00  0.00  1.00  0.00 0.164  0.00  0.00  0.00  2.02  0.00  3348 1.000 0.000  55.0  0.72  0.12  2.27  5.09  0.00    0.  0.00  3.23    40  0.81    840  0.00
 2008 148   300   292  1.15  0.45 .0200  0.14  0.46  0.00   499  0.00  0.00 0.015 0.010 0.139 0.000  0.02  0.05  0.03  0.02  0.02  0.04  0.03  0.02  0.01  0.99  0.00  0.09  0.00  0.00  1.00  0.00 0.164  0.00  0.00  0.00  1.66  0.00  3546 1.000 0.000  58.3  0.87  0.35  1.44  3.13  0.00    0.  0.00  3.52    45  1.01   1044  0.00
 2008 158   310   302  1.15  0.42 .0200  0.14  0.59  0.00   534  0.00  0.00 0.015 0.010 0.139 0.000  0.01  0.04  0.03  0.01  0.01  0.04  0.02  0.02  0.01  1.02  0.00  0.09  0.00  0.00  1.00  0.00 0.161  0.00  0.00  0.00  2.19  0.00  3618 1.000 0.000  58.3  0.96  0.04  0.43  2.80  0.00    0.  0.00  3.67    49  1.25   1281  0.00
 2008 168   320   312  1.15  0.00 .0789  0.14  2.09  0.00   555  0.00  0.00 0.015 0.010 0.111 0.000  0.00  0.01  0.01  0.07  0.06 -0.05 -0.08  0.02  0.01  1.00  0.00  0.09  0.00  0.00  1.00  0.00 0.142  0.00  0.00  0.00  2.23  0.00  3491 1.000 0.000  49.7  0.82 -2.31 -4.16  0.53  0.00    0.  0.00  3.51    50  1.48   1509  0.00
 2008 178   330   322  1.15  1.50 .0355  0.14  0.77  0.00   570  0.00  0.00 0.015 0.010 0.116 0.000  0.00  0.03  0.02  0.06  0.04 -0.01 -0.03  0.02  0.01  0.95  0.00  0.09  0.00  0.00  1.00  0.00 0.122  0.00  0.00  0.00  2.47  0.00  3278 1.000 0.000  39.9  0.53  0.85  0.12  2.08  0.00    0.  0.00  3.11    48  1.72   1750  0.00
 2008 188   340   332  1.15  1.39 .0200  0.14  0.67  0.00   596  0.00  0.00 0.015 0.010 0.124 0.000  0.00  0.04  0.03  0.07  0.03  0.02 -0.01  0.02  0.01  0.88  0.00  0.09  0.00  0.00  1.00  0.00 0.157  0.00  0.00  0.00  2.62  0.00  3399 1.000 0.000  53.4  0.41  0.94  1.06  3.14  0.00    0.  0.00  2.98    49  1.94   1993  0.00
 2008 198   350   342  1.15  0.42 .0200  0.14  0.74  0.00   631  0.00  0.00 0.015 0.010 0.131 0.000  0.00  0.06  0.04  0.06  0.03  0.03  0.01  0.02  0.01  0.87  0.00  0.09  0.00  0.00  1.00  0.00 0.163  0.00  0.00  0.00  2.68  0.00  3497 1.000 0.000  57.0  0.41  0.06  0.93  4.10  0.00    0.  0.00  3.03    52  2.15   2237  0.00
 2008 208   360   352  1.15  0.01 .0755  0.14  2.55  0.00   663  0.00  0.00 0.015 0.010 0.111 0.000  0.00  0.02  0.01  0.06  0.03 -0.01 -0.03  0.02  0.01  0.88  0.00  0.09  0.00  0.00  1.00  0.00 0.143  0.00  0.00  0.00  2.79  0.00  3426 1.000 0.000  49.0  0.39 -2.72 -4.28  1.19  0.00    0.  0.00  3.02    54  2.39   2509  0.00
 2008 218   370   362  1.15  1.61 .0221  0.14  0.57  0.00   680  0.00  0.00 0.015 0.010 0.117 0.000  0.00  0.03  0.02  0.06  0.02  0.01 -0.01  0.02  0.01  0.87  0.00  0.09  0.00  0.00  1.00  0.00 0.132  0.00  0.00  0.00  2.59  0.00  3274 1.000 0.000  43.3  0.30  1.12  0.40  2.07  0.00    0.  0.00  2.84    55  2.61   2759  0.00
 2008 228   380   372  1.15  0.22 .0200  0.14  0.47  0.00   704  0.00  0.00 0.015 0.010 0.125 0.000  0.00  0.02  0.02  0.07  0.02 -0.00 -0.02  0.02  0.01  0.85  0.00  0.08  0.00  0.00  1.00  0.00 0.154  0.00  0.00  0.00  1.87  0.00  3326 1.000 0.000  51.2  0.31 -0.21 -0.58  1.68  0.00    0.  0.00  2.83    57  2.82   3002  0.00
 2008 238   390   382  1.15  0.47 .0200  0.14  0.69  0.00   733  0.00  0.00 0.015 0.010 0.131 0.000  0.00  0.05  0.04  0.06  0.02  0.03  0.01  0.02  0.01  0.86  0.00  0.09  0.00  0.00  1.00  0.00 0.163  0.00  0.00  0.00  2.51  0.00  3412 1.000 0.000  55.6  0.37  0.11  0.79  3.66  0.00    0.  0.00  2.93    59  3.01   3223  0.00
 2008 248   400   392  1.15  0.00 .0789  0.14  1.90  0.00   766  0.00  0.00 0.015 0.010 0.111 0.000  0.00  0.01  0.01  0.07  0.03 -0.01 -0.03  0.02  0.01  0.86  0.00  0.09  0.00  0.00  1.00  0.00 0.160  0.00  0.00  0.00  1.75  0.00  3465 1.000 0.000  55.4  0.39 -2.03 -3.02  0.79  0.00    0.  0.00  3.00    62  3.21   3455  0.00
 2008 258   410   402  1.15  0.41 .0485  0.14  0.74  0.00   777  0.00  0.00 0.015 0.010 0.113 0.000  0.00  0.02  0.02  0.07  0.02 -0.00 -0.01  0.01  0.01  0.88  0.00  0.09  0.00  0.00  1.00  0.00 0.129  0.00  0.00  0.00  1.53  0.00  3256 1.000 0.000  42.0  0.33 -0.22 -0.45  1.56  0.00    0.  0.00  2.87    62  3.37   3636  0.00
 2008 268   420   412  1.15  1.26 .0200  0.14  0.49  0.00   803  0.00  0.00 0.015 0.010 0.179 0.000  0.00  0.05  0.04  0.07  0.02  0.03  0.01  0.02  0.01  0.86  0.00  0.09  0.00  0.00  1.00  0.00 0.149  0.00  0.00  0.00  2.08  0.00  3371 1.000 0.000  50.2  0.32  1.20  2.21  3.65  0.00    0.  0.00  2.89    64  3.53   3824  0.00
 2008 278   430   422  1.15  0.21 .0200  0.14  0.56  0.00   849  0.00  0.00 0.015 0.010 0.251 0.000  0.00  0.07  0.05  0.07  0.03  0.05  0.03  0.02  0.01  0.86  0.00  0.09  0.00  0.00  1.00  0.00 0.164  0.00  0.00  0.00  2.01  0.00  3662 1.000 0.000  60.2  0.42  0.38  2.76  5.28  0.00    0.  0.00  3.16    69  3.70   4017  0.00
 2008 288   440   432  1.15  0.00 .0200  0.14  0.05  0.00   894  0.00  0.00 0.015 0.010 0.301 0.000  0.03  0.00  0.00  0.07  0.04 -0.01 -0.01  0.00  0.01  0.89  0.00  0.00  0.00  0.00  1.00  0.00 0.165  0.00  0.00  0.00  0.17  0.00  3953 1.000 0.000  65.1  0.58 -0.08 -0.28  0.00  0.00    0.  0.00  3.54    74  3.82   4153  0.00
 2008 298   450   442  1.15  0.17 .0200  0.14  0.25  0.00   935  0.00  0.00 0.015 0.010 0.303 0.000  0.04  0.05  0.03  0.07  0.04  0.05  0.04  0.01  0.01  0.91  0.00  0.09  0.00  0.00  1.00  0.00 0.165  0.00  0.00  0.00  0.91  0.00  4215 1.000 0.000  69.4  0.67  0.43  2.30  3.30  0.00    0.  0.00  3.82    77  3.92   4266  0.00
 2008 308   460   452  1.15  0.26 .0200  0.14  0.45  0.00   988  0.00  0.00 0.015 0.010 0.304 0.000  0.00  0.08  0.06  0.06  0.04  0.04  0.03  0.01  0.01  0.89  0.00  0.09  0.00  0.00  1.00  0.00 0.165  0.00  0.00  0.00  1.62  0.00  4562 1.000 0.000  75.4  0.65  0.67  3.60  5.67  0.00    0.  0.00  4.06    81  4.04   4402  0.00
 2008 318   470   462  1.15  0.00 .0795  0.14  1.38  0.00   996  0.00  0.00 0.015 0.010 0.290 0.000  0.01  0.02  0.01  0.07  0.03 -0.00 -0.01  0.01  0.01  0.86  0.00  0.09  0.00  0.00  1.00  0.00 0.154  0.00  0.00  0.00  1.35  0.00  4482 1.000 0.000  69.0  0.47 -1.38 -1.79  1.05  0.00    0.  0.00  3.87    80  4.11   4479  0.00
 2008 328   480   472  1.15  0.00 .0781  0.14  0.70  0.00  1001  0.00  0.00 0.015 0.010 0.290 0.000  0.00  0.01  0.01  0.07  0.02 -0.02 -0.02  0.01  0.01  0.85  0.00  0.09  0.00  0.00  1.00  0.00 0.142  0.00  0.00  0.00  0.78  0.00  4386 1.000 0.000  62.3  0.35 -0.70 -1.06  0.57  0.00    0.  0.00  3.72    79  4.17   4548  0.00
 2008 338   490   482  1.15  0.00 .0777  0.14  0.19  0.00  1002  0.00  0.00 0.015 0.010 0.290 0.000  0.01  0.00  0.00  0.07  0.02 -0.00 -0.01  0.00  0.01  0.84  0.00  0.00  0.00  0.00  1.00  0.00 0.136  0.00  0.00  0.00  0.23  0.00  4324 1.000 0.000  58.8  0.28 -0.23 -0.45  0.00  0.00    0.  0.00  3.62    78  4.20   4586  0.00
 2008 348   500   492  1.15  0.00 .0774  0.14  0.45  0.00  1004  0.00  0.00 0.015 0.010 0.290 0.000  0.01  0.00  0.00  0.07  0.01 -0.00 -0.01  0.00  0.01  0.83  0.00  0.09  0.00  0.00  1.00  0.00 0.132  0.00  0.00  0.00  0.57  0.00  4278 1.000 0.000  56.3  0.22 -0.48 -0.82  0.23  0.00    0.  0.00  3.55    78  4.22   4615  0.00
 2008 358   510   502  1.15  0.00 .0775  0.14  0.08  0.00  1004  0.00  0.00 0.015 0.010 0.291 0.000  0.01  0.00  0.00  0.07  0.01 -0.00 -0.00  0.00  0.01  0.82  0.00  0.00  0.00  0.00  1.00  0.00 0.129  0.00  0.00  0.00  0.11  0.00  4252 1.000 0.000  55.1  0.19 -0.10 -0.21  0.00  0.00    0.  0.00  3.50    77  4.23   4629  0.00
 2009 002   520   512  1.15  0.00 .0769  0.14  0.62  0.00  1006  0.00  0.00 0.015 0.010 0.291 0.000  0.01  0.01  0.01  0.07  0.01  0.01 -0.00  0.01  0.01  0.82  0.00  0.09  0.00  0.00  1.00  0.00 0.123  0.00  0.00  0.00  0.86  0.00  4191 1.000 0.000  51.4  0.16 -0.60 -0.88  0.62  0.00    0.  0.00  3.45    77  4.27   4677  0.00
 2009 012   530   522  1.15  0.00 .0762  0.14  0.00  0.00  1008  0.00  0.00 0.015 0.010 0.292 0.000  0.00  0.00  0.00  0.06  0.01 -0.01 -0.01  0.00  0.01  0.83  0.00  0.00  0.00  0.00  1.00  0.00 0.118  0.00  0.00  0.00  0.00  0.00  4146 1.000 0.000  48.8  0.16  0.00 -0.04  0.00  0.00    0.  0.00  3.44    77  4.30   4713  0.00
 2009 022   540   532  1.15  0.00 .0740  0.14  0.67  0.00  1015  0.00  0.00 0.015 0.010 0.293 0.000  0.00  0.02  0.02  0.06  0.01  0.01  0.00  0.01  0.01  0.84  0.00  0.09  0.00  0.00  1.00  0.00 0.110  0.00  0.00  0.00  1.14  0.00  4104 1.000 0.000  45.3  0.16 -0.48 -0.27  1.59  0.00    0.  0.00  3.43    78  4.36   4779  0.00
 2009 032   550   542  1.15  0.00 .0729  0.14  0.06  0.00  1016  0.00  0.00 0.015 0.010 0.293 0.000  0.01  0.00  0.00  0.06  0.01 -0.00 -0.00  0.00  0.01  0.84  0.00  0.00  0.00  0.00  1.00  0.00 0.108  0.00  0.00  0.00  0.11  0.00  4082 1.000 0.000  44.2  0.16 -0.07 -0.18  0.00  0.00    0.  0.00  3.42    78  4.37   4798  0.00
 2009 042   560   552  1.15  0.00 .0700  0.14  0.22  0.00  1022  0.00  0.00 0.015 0.010 0.294 0.000  0.00  0.01  0.00  0.06  0.01 -0.00 -0.01  0.00  0.01  0.84  0.00  0.09  0.00  0.00  1.00  0.00 0.103  0.00  0.00  0.00  0.45  0.00  4058 1.000 0.000  41.9  0.17 -0.19 -0.33  0.40  0.00    0.  0.00  3.43    78  4.42   4856  0.00
 2009 052   570   562  1.15  0.00 .0686  0.14  0.12  0.00  1025  0.00  0.00 0.015 0.010 0.295 0.000  0.01  0.00  0.00  0.06  0.01  0.00  0.00  0.00  0.01  0.85  0.00  0.00  0.00  0.00  1.00  0.00 0.100  0.00  0.00  0.00  0.27  0.00  4034 1.000 0.000  40.3  0.19 -0.15 -0.37  0.00  0.00    0.  0.00  3.44    79  4.45   4893  0.00
 2009 062   580   572  1.15  0.16 .0602  0.14  0.55  0.00  1040  0.00  0.00 0.015 0.010 0.281 0.000  0.00  0.04  0.03  0.07  0.02  0.02  0.01  0.01  0.01  0.88  0.00  0.08  0.00  0.00  1.00  0.00 0.097  0.00  0.00  0.00  1.45  0.00  4068 1.000 0.000  39.6  0.27  0.02  0.83  2.78  0.00    0.  0.00  3.56    81  4.53   4980  0.00
 2009 072   590   582  1.15  0.00 .0401  0.14  0.02  0.00  1059  0.00  0.00 0.015 0.010 0.216 0.000  0.01  0.00  0.00  0.07  0.02 -0.01 -0.01  0.00  0.01  0.87  0.00  0.00  0.00  0.00  1.00  0.00 0.102  0.00  0.00  0.00  0.08  0.00  4153 1.000 0.000  42.4  0.27 -0.03 -0.15  0.00  0.00    0.  0.00  3.62    82  4.61   5071  0.00
 2009 082   600   592  1.15  1.16 .0208  0.14  0.22  0.00  1082  0.00  0.00 0.015 0.010 0.153 0.000  0.04  0.03  0.02  0.07  0.02  0.05  0.04  0.01  0.01  0.86  0.00  0.09  0.00  0.00  1.00  0.00 0.125  0.00  0.00  0.00  1.13  0.00  4328 1.000 0.000  54.1  0.33  1.17  1.77  1.82  0.00    0.  0.00  3.73    84  4.72   5203  0.00
 2009 092   610   602  1.15  0.16 .0200  0.14  0.12  0.00  1087  0.00  0.00 0.015 0.010 0.127 0.000  0.00  0.01  0.01  0.07  0.02 -0.01 -0.01  0.01  0.01  0.85  0.00  0.09  0.00  0.00  1.00  0.00 0.127  0.00  0.00  0.00  0.62  0.00  4336 1.000 0.000  55.0  0.28  0.16  0.25  0.95  0.00    0.  0.00  3.67    84  4.76   5247  0.00
 2009 102   620   612  1.15  0.00 .0200  0.14  0.04  0.00  1100  0.00  0.00 0.015 0.010 0.129 0.000  0.02  0.00  0.00  0.07  0.02  0.01  0.00  0.00  0.01  0.83  0.00  0.00  0.00  0.00  1.00  0.00 0.141  0.00  0.00  0.00  0.19  0.00  4434 1.000 0.000  62.7  0.27 -0.07 -0.20  0.00  0.00    0.  0.00  3.68    85  4.84   5339  0.00
 2009 112   630   622  1.15  1.56 .0200  0.14  0.64  0.00  1127  0.00  0.00 0.015 0.010 0.132 0.000  0.00  0.05  0.04  0.07  0.03  0.02 -0.00  0.02  0.01  0.85  0.00  0.09  0.00  0.00  1.00  0.00 0.161  0.00  0.00  0.00  2.43  0.00  4616 1.000 0.000  74.3  0.47  1.30  2.10  3.81  0.00    0.  0.00  3.94    89  4.99   5512  0.00
 2009 122   640   632  1.15  0.05 .0200  0.14  0.31  0.00  1157  0.00  0.00 0.015 0.010 0.135 0.000  0.00  0.02  0.01  0.07  0.03 -0.01 -0.02  0.01  0.01  0.85  0.00  0.09  0.00  0.00  1.00  0.00 0.163  0.00  0.00  0.00  1.13  0.00  4711 1.000 0.000  76.9  0.49 -0.21 -0.39  1.20  0.00    0.  0.00  4.02    92  5.15   5703  0.00
 2009 132   650   642  1.15  0.35 .0200  0.14  0.81  0.00  1200  0.00  0.00 0.015 0.010 0.139 0.000  0.00  0.07  0.05  0.07  0.04  0.03  0.00  0.03  0.01  0.86  0.00  0.09  0.00  0.00  1.00  0.00 0.164  0.00  0.00  0.00  2.92  0.00  4853 1.000 0.000  79.5  0.56  0.01  1.15  4.76  0.00    0.  0.00  4.20    96  5.37   5956  0.00
 2009 142   660   652  1.15  0.73 .0200  0.14  0.86  0.00  1244  0.00  0.00 0.015 0.010 0.139 0.000  0.06  0.06  0.04  0.05  0.03  0.09  0.06  0.03  0.01  0.88  0.00  0.09  0.00  0.00  1.00  0.00 0.163  0.00  0.00  0.00  3.12  0.00  4967 1.000 0.000  81.2  0.63  0.20  1.10  4.16  0.00    0.  0.00  4.36   100  5.62   6245  0.00
 2009 152   670   662  1.15  0.72 .0200  0.14  0.90  0.00  1283  0.00  0.00 0.015 0.010 0.139 0.000  0.00  0.06  0.04  0.03  0.02  0.03  0.00  0.03  0.01  0.89  0.00  0.09  0.00  0.00  1.00  0.00 0.163  0.00  0.00  0.00  3.27  0.00  5033 1.000 0.000  82.1  0.72  0.06  0.27  3.86  0.00    0.  0.00  4.49   104  5.88   6545  0.00
 2009 162   680   672  1.15  0.00 .0779  0.14  3.04  0.00  1309  0.00  0.00 0.015 0.010 0.111 0.000  0.00  0.01  0.01  0.07  0.05 -0.03 -0.06  0.03  0.01  0.91  0.00  0.09  0.00  0.00  1.00  0.00 0.146  0.00  0.00  0.00  3.16  0.00  4862 1.000 0.000  71.1  0.69 -3.33 -5.54  0.96  0.00    0.  0.00  4.41   106  6.16   6845  0.00
 2009 172   690   682  1.15  1.98 .0273  0.14  0.81  0.00  1325  0.00  0.00 0.015 0.010 0.116 0.000  0.03  0.03  0.02  0.06  0.03  0.03  0.00  0.03  0.01  0.89  0.00  0.09  0.00  0.00  1.00  0.00 0.127  0.00  0.00  0.00  3.19  0.00  4558 1.000 0.000  57.7  0.49  1.20  0.12  2.13  0.00    0.  0.00  4.05   105  6.45   7171  0.00
 2009 182   700   692  1.15  1.66 .0200  0.14  0.81  0.00  1353  0.00  0.00 0.015 0.010 0.124 0.000  0.00  0.05  0.03  0.06  0.03  0.02 -0.01  0.03  0.01  0.85  0.00  0.09  0.00  0.00  1.00  0.00 0.151  0.00  0.00  0.00  3.34  0.00  4584 1.000 0.000  69.2  0.41  1.03  0.71  3.36  0.00    0.  0.00  3.90   106  6.75   7517  0.00
 2009 192   710   702  1.15  1.13 .0200  0.14  0.94  0.00  1389  0.00  0.00 0.015 0.010 0.131 0.000  0.00  0.06  0.04  0.06  0.02  0.03  0.01  0.03  0.01  0.84  0.00  0.09  0.00  0.00  1.00  0.00 0.162  0.00  0.00  0.00  3.48  0.00  4618 1.000 0.000  74.9  0.41  0.39  0.39  3.80  0.00    0.  0.00  3.88   109  7.04   7862  0.00
