*RZWQM2 OUTPUTS Version 3.27 Intel Fortran               Apr 29, 2016; 16:12:54


         SHAW E         SHAW T        SHAW ET        SHAW PT        RZ PT            AE            AT           SHAWE-AE
  106  0.000000       0.000000       0.000141       0.000000       0.000000       0.000000       0.000000       0.000000
  107  0.000000       0.000000      -0.000201       0.000000       0.000000       0.000000       0.000000       0.000000
  108  0.000000       0.000000       0.000134       0.000000       0.000000       0.000000       0.000000       0.000000
  109  0.000000       0.000000      -0.000032       0.000000       0.000000       0.000000       0.000000       0.000000
  110  0.000000       0.000000       0.000235       0.000000       0.000000       0.000000       0.000000       0.000000
  111  0.000000       0.000000      -0.000077       0.000000       0.000000       0.000000       0.000000       0.000000
  112  0.000000       0.000000      -0.000126       0.000000       0.000000       0.000000       0.000000       0.000000
  113  0.000000       0.000000      -0.000120       0.000000       0.000000       0.000000       0.000000       0.000000
  114  0.000000       0.000000       0.000147       0.000000       0.000000       0.000000       0.000000       0.000000
  115  0.000000       0.000000      -0.000537       0.000000       0.000000       0.000000       0.000000       0.000000
  116  0.000000       0.000000      -0.000122       0.000000       0.000000       0.000000       0.000000       0.000000
  117  0.000000       0.000000       0.000866       0.000000       0.000000       0.000000       0.000000       0.000000
  118  0.000000       0.000000      -0.000210       0.000000       0.000000       0.000000       0.000000       0.000000
  119  0.000000       0.000000      -0.000638       0.000000       0.000000       0.000000       0.000000       0.000000
  120  0.000000       0.000000       0.000318       0.000000       0.000000       0.000000       0.000000       0.000000
  121  0.000000       0.000000       0.000337       0.000000       0.000000       0.000000       0.000000       0.000000
  122  0.000000       0.000000      -0.000021       0.000000       0.000000       0.000000       0.000000       0.000000
  123  0.000000       0.000000      -0.000196       0.000000       0.000000       0.000000       0.000000       0.000000
  124  0.000000       0.000000       0.000068       0.000000       0.000000       0.000000       0.000000       0.000000
  125  0.000000       0.000000       0.000002       0.000000       0.000000       0.000000       0.000000       0.000000
  126  0.000000       0.000000      -0.000024       0.000000       0.000000       0.000000       0.000000       0.000000
  127  0.000000       0.000000       0.000110       0.000000       0.000000       0.000000       0.000000       0.000000
  128  0.000000       0.000000      -0.000153       0.000000       0.000000       0.000000       0.000000       0.000000
  129  0.000000       0.000000       0.000034       0.000000       0.000000       0.000000       0.000000       0.000000
  130  0.000000       0.000000       0.000156       0.000000       0.000000       0.000000       0.000000       0.000000
  131  0.000000       0.000000       0.000081       0.000000       0.000000       0.000000       0.000000       0.000000
  132  0.000000       0.000298       0.000487       0.000303       0.000368       0.000000       0.000299       0.000000
  133  0.000000       0.000116      -0.000067       0.000123       0.000128       0.000000       0.000116       0.000000
  134  0.000000       0.000238       0.000256       0.000239       0.000321       0.000000       0.000237       0.000000
  135  0.000000       0.000367       0.000532       0.000369       0.000524       0.000000       0.000369       0.000000
  136  0.000000       0.000339       0.000310       0.000340       0.000445       0.000000       0.000339       0.000000
  137  0.000000       0.000337      -0.000004       0.000338       0.000421       0.000000       0.000336       0.000000
  138  0.000000       0.000684       0.000860       0.000687       0.000899       0.000000       0.000689       0.000000
  139  0.000000       0.000982       0.000936       0.000987       0.001282       0.000000       0.000984       0.000000
  140  0.000000       0.000725       0.000628       0.000735       0.000817       0.000000       0.000723       0.000000
  141  0.000000       0.001208       0.001334       0.001213       0.001492       0.000000       0.001207       0.000000
  142  0.000000       0.001832       0.001938       0.001841       0.002483       0.000000       0.001834       0.000000
  143  0.000000       0.002303       0.002158       0.002313       0.003160       0.000000       0.002293       0.000000
  144  0.000000       0.003089       0.003111       0.003101       0.004437       0.000000       0.003083       0.000000
  145  0.000000       0.005388       0.005474       0.005406       0.007696       0.000000       0.005384       0.000000
  146  0.000000       0.007536       0.007520       0.007560       0.010214       0.000000       0.007520       0.000000
  147  0.000000       0.009853       0.009693       0.009887       0.011632       0.000000       0.009870       0.000000
  148  0.000000       0.014842       0.014820       0.014888       0.018544       0.000000       0.014833       0.000000
  149  0.000000       0.021058       0.021280       0.021132       0.027160       0.000000       0.021034       0.000000
  150  0.000000       0.023237       0.023300       0.023355       0.028193       0.000000       0.023310       0.000000
  151  0.000000       0.023588       0.023697       0.023741       0.028624       0.000000       0.023587       0.000000
  152  0.000000       0.025878       0.025739       0.026029       0.032245       0.000000       0.025863       0.000000
  153  0.000000       0.029401       0.029410       0.029603       0.036361       0.000000       0.029484       0.000000
  154  0.000000       0.017895       0.017538       0.018671       0.017705       0.000000       0.017842       0.000000
  155  0.000000       0.017819       0.017825       0.018768       0.018465       0.000000       0.017756       0.000000
  156  0.000000       0.034037       0.034125       0.034664       0.039137       0.000000       0.033854       0.000000
  157  0.000000       0.050604       0.050799       0.050948       0.069093       0.000000       0.050696       0.000000
  158  0.000000       0.062554       0.062362       0.062922       0.082835       0.000000       0.062622       0.000000
  159  0.000000       0.082529       0.082685       0.083010       0.112822       0.000000       0.082472       0.000000
  160  0.000000       0.062941       0.062789       0.065552       0.069104       0.000000       0.062986       0.000000
  161  0.000000       0.053194       0.053412       0.055586       0.063364       0.000000       0.052988       0.000000
  162  0.000000       0.068223       0.068337       0.072707       0.082638       0.000000       0.068272       0.000000
  163  0.000000       0.074718       0.074788       0.078443       0.097688       0.000000       0.074647       0.000000
  164  0.000000       0.083361       0.083261       0.084797       0.116516       0.000000       0.083336       0.000000
  165  0.000000       0.085457       0.085206       0.088300       0.108575       0.000000       0.085422       0.000000
  166  0.000000       0.111772       0.112022       0.113733       0.151845       0.000000       0.111586       0.000000
  167  0.000000       0.127657       0.127441       0.129914       0.163534       0.000000       0.127531       0.000000
  168  0.000000       0.100995       0.101071       0.107542       0.116238       0.000000       0.101116       0.000000
  169  0.000000       0.122867       0.122984       0.131573       0.152179       0.000000       0.122977       0.000000
  170  0.000000       0.154032       0.154224       0.159010       0.206350       0.000000       0.154264       0.000000
  171  0.000000       0.169266       0.168985       0.172121       0.217227       0.000000       0.169310       0.000000
  172  0.000000       0.155299       0.155361       0.162953       0.190739       0.000000       0.155443       0.000000
  173  0.000000       0.204599       0.204743       0.209340       0.268513       0.000000       0.204562       0.000000
  174  0.000000       0.223095       0.222740       0.228417       0.279816       0.000000       0.223056       0.000000
  175  0.000000       0.242154       0.242113       0.246581       0.293650       0.000000       0.241440       0.000000
  176  0.000000       0.166096       0.166145       0.181452       0.178257       0.000000       0.165662       0.000000
  177  0.000000       0.140712       0.141025       0.159467       0.154294       0.000000       0.137895       0.000000
  178  0.000000       0.212597       0.212777       0.228957       0.271728       0.000000       0.212669       0.000000
  179  0.000000       0.224047       0.223977       0.235171       0.294796       0.000000       0.224440       0.000000
  180  0.000000       0.242066       0.241757       0.248975       0.304940       0.000000       0.241892       0.000000
  181  0.000000       0.235076       0.235039       0.243520       0.286539       0.000000       0.235043       0.000000
  182  0.000000       0.243868       0.243906       0.256343       0.292929       0.000000       0.244221       0.000000
  183  0.000000       0.263492       0.263521       0.274035       0.320918       0.000000       0.264417       0.000000
  184  0.000000       0.299728       0.299718       0.308685       0.365684       0.000000       0.299004       0.000000
  185  0.000000       0.302744       0.302358       0.313783       0.361277       0.000000       0.303093       0.000000
  186  0.000000       0.336284       0.336660       0.348555       0.407394       0.000000       0.336758       0.000000
  187  0.000000       0.368333       0.368219       0.376333       0.438252       0.000000       0.368005       0.000000
  188  0.000000       0.384422       0.384050       0.391059       0.449266       0.000000       0.383802       0.000000
  189  0.000000       0.387949       0.387767       0.398545       0.449078       0.000000       0.389577       0.000000
  190  0.000000       0.390714       0.391262       0.405810       0.452692       0.000000       0.391269       0.000000
  191  0.000000       0.415263       0.415020       0.428742       0.398019       0.000000       0.415855       0.000000
  192  0.000000       0.451188       0.450963       0.460026       0.434907       0.000000       0.452371       0.000000
  193  0.000000       0.458240       0.458386       0.472850       0.437036       0.000000       0.458888       0.000000
  194  0.000000       0.420387       0.420511       0.446915       0.398624       0.000000       0.421833       0.000000
  195  0.000000       0.496040       0.496639       0.516537       0.487588       0.000000       0.495745       0.000000
  196  0.000000       0.392535       0.392212       0.407767       0.370284       0.000000       0.391866       0.000000
  197  0.000000       0.493635       0.493716       0.510490       0.484441       0.000000       0.492166       0.000000
  198  0.000000       0.507087       0.506749       0.521848       0.485823       0.000000       0.508089       0.000000
  199  0.000000       0.388895       0.388716       0.408581       0.348121       0.000000       0.389546       0.000000
  200  0.000000       0.313628       0.313655       0.333965       0.271895       0.000000       0.313448       0.000000
  201  0.000000       0.360788       0.360856       0.384751       0.311438       0.000000       0.360627       0.000000
  202  0.000000       0.314255       0.314187       0.327972       0.269408       0.000000       0.315665       0.000000
  203  0.000000       0.317760       0.317857       0.337503       0.267207       0.000000       0.316911       0.000000
  204  0.000000       0.453570       0.453744       0.476429       0.400859       0.000000       0.453755       0.000000
  205  0.000000       0.443142       0.443089       0.481918       0.387427       0.000000       0.444955       0.000000
  206  0.000000       0.479665       0.480159       0.504458       0.417223       0.000000       0.481080       0.000000
  207  0.000000       0.490653       0.490482       0.508901       0.423859       0.000000       0.490126       0.000000
  208  0.000000       0.566208       0.566174       0.591601       0.502208       0.000000       0.565082       0.000000
  209  0.000000       0.427582       0.427213       0.460938       0.356827       0.000000       0.428426       0.000000
  210  0.000000       0.197187       0.196353       0.215636       0.152747       0.000000       0.197862       0.000000
  211  0.000000       0.441992       0.443354       0.455137       0.391637       0.000000       0.442982       0.000000
  212  0.000000       0.363976       0.363548       0.387452       0.305585       0.000000       0.365808       0.000000
  213  0.000000       0.294835       0.294319       0.315419       0.241628       0.000000       0.295394       0.000000
  214  0.000000       0.441698       0.441735       0.460148       0.377563       0.000000       0.437634       0.000000
  215  0.000000       0.495119       0.495000       0.518500       0.417387       0.000000       0.495618       0.000000
  216  0.000000       0.550907       0.552186       0.575680       0.463371       0.000000       0.550512       0.000000
  217  0.000000       0.581978       0.580991       0.600874       0.512899       0.000000       0.584520       0.000000
  218  0.000000       0.528827       0.529396       0.555343       0.459439       0.000000       0.532074       0.000000
  219  0.000000       0.572483       0.571789       0.591058       0.505205       0.000000       0.572635       0.000000
  220  0.000000       0.653331       0.653799       0.669118       0.585477       0.000000       0.651529       0.000000
  221  0.000000       0.376387       0.377072       0.429596       0.305970       0.000000       0.375690       0.000000
  222  0.000000       0.525365       0.525935       0.553151       0.460432       0.000000       0.525425       0.000000
  223  0.000000       0.551256       0.550271       0.564772       0.482183       0.000000       0.550229       0.000000
  224  0.000000       0.465922       0.465993       0.504074       0.407514       0.000000       0.462717       0.000000
  225  0.000000       0.492522       0.493139       0.524607       0.433405       0.000000       0.493238       0.000000
  226  0.000000       0.226784       0.226285       0.254185       0.173177       0.000000       0.226053       0.000000
  227  0.000000       0.525969       0.525818       0.547073       0.476493       0.000000       0.527323       0.000000
  228  0.000000       0.606359       0.606914       0.621733       0.552920       0.000000       0.606339       0.000000
  229  0.000000       0.418440       0.418548       0.457185       0.361269       0.000000       0.417486       0.000000
  230  0.000000       0.444469       0.443892       0.461263       0.385727       0.000000       0.444444       0.000000
  231  0.000000       0.452662       0.453206       0.472558       0.391339       0.000000       0.453477       0.000000
  232  0.000000       0.543177       0.542235       0.560668       0.497089       0.000000       0.544522       0.000000
  233  0.000000       0.543783       0.543855       0.559306       0.490603       0.000000       0.543890       0.000000
  234  0.000000       0.522318       0.522777       0.541053       0.465991       0.000000       0.520522       0.000000
  235  0.000000       0.494912       0.495943       0.522123       0.439377       0.000000       0.494257       0.000000
  236  0.000000       0.480676       0.480483       0.509578       0.429418       0.000000       0.480502       0.000000
  237  0.000000       0.478469       0.477425       0.504050       0.432205       0.000000       0.480501       0.000000
  238  0.000000       0.539253       0.538573       0.555492       0.495170       0.000000       0.540555       0.000000
  239  0.000000       0.541224       0.541300       0.551601       0.483527       0.000000       0.540520       0.000000
  240  0.000000       0.564672       0.565755       0.580488       0.514071       0.000000       0.566791       0.000000
  241  0.000000       0.552737       0.551343       0.570349       0.519340       0.000000       0.554403       0.000000
  242  0.000000       0.559838       0.559420       0.574625       0.531543       0.000000       0.562643       0.000000
  243  0.000000       0.565259       0.566185       0.575629       0.532170       0.000000       0.564276       0.000000
  244  0.000000       0.304864       0.304455       0.329044       0.266027       0.000000       0.304799       0.000000
  245  0.000000       0.435569       0.436223       0.450918       0.409364       0.000000       0.437088       0.000000
  246  0.000000       0.398268       0.398664       0.417850       0.377316       0.000000       0.397349       0.000000
  247  0.000000       0.311702       0.311308       0.318736       0.298904       0.000000       0.311160       0.000000
  248  0.000000       0.423042       0.423462       0.444682       0.429790       0.000000       0.423498       0.000000
  249  0.000000       0.404723       0.404916       0.428399       0.418867       0.000000       0.406061       0.000000
  250  0.000000       0.400064       0.400179       0.421003       0.422041       0.000000       0.399052       0.000000
  251  0.000000       0.336839       0.337218       0.367712       0.352764       0.000000       0.336787       0.000000
  252  0.000000       0.266167       0.265850       0.284136       0.272002       0.000000       0.266736       0.000000
  253  0.000000       0.118310       0.118028       0.124335       0.124321       0.000000       0.118167       0.000000
  254  0.000000       0.211119       0.210633       0.222868       0.220673       0.000000       0.210843       0.000000
  255  0.000000       0.282012       0.282778       0.306197       0.296835       0.000000       0.280900       0.000000
  256  0.000000       0.233360       0.233328       0.271884       0.234315       0.000000       0.233575       0.000000
  257  0.000000       0.257743       0.257235       0.282101       0.270604       0.000000       0.256951       0.000000
  258  0.000000       0.288444       0.288221       0.304976       0.315790       0.000000       0.289785       0.000000
  259  0.000000       0.316265       0.317113       0.333035       0.357460       0.000000       0.316059       0.000000
  260  0.000000       0.298299       0.298407       0.314687       0.443174       0.000000       0.297637       0.000000
  261  0.000000       0.000000      -0.000167       0.000000       0.000000       0.000000       0.000000       0.000000
  262  0.000000       0.000000       0.000154       0.000000       0.000000       0.000000       0.000000       0.000000
  263  0.000000       0.000000      -0.000589       0.000000       0.000000       0.000000       0.000000       0.000000
  264  0.000000       0.000000       0.000742       0.000000       0.000000       0.000000       0.000000       0.000000
  265  0.000000       0.000000      -0.000690       0.000000       0.000000       0.000000       0.000000       0.000000
  266  0.000000       0.000000       0.000760       0.000000       0.000000       0.000000       0.000000       0.000000
  267  0.000000       0.000000       0.000126       0.000000       0.000000       0.000000       0.000000       0.000000
  268  0.000000       0.000000      -0.000149       0.000000       0.000000       0.000000       0.000000       0.000000
  269  0.000000       0.000000       0.000422       0.000000       0.000000       0.000000       0.000000       0.000000
  270  0.000000       0.000000      -0.000750       0.000000       0.000000       0.000000       0.000000       0.000000
  271  0.000000       0.000000       0.018261       0.000000       0.000000       0.000000       0.000000       0.000000
  272  0.000000       0.000000      -0.000502       0.000000       0.000000       0.000000       0.000000       0.000000
  273  0.000000       0.000000       0.001986       0.000000       0.000000       0.000000       0.000000       0.000000
  274  0.000000       0.000000      -0.000212       0.000000       0.000000       0.000000       0.000000       0.000000
  275  0.000000       0.000000      -0.000638       0.000000       0.000000       0.000000       0.000000       0.000000
  276  0.000000       0.000000       0.000483       0.000000       0.000000       0.000000       0.000000       0.000000
  277  0.000000       0.000000      -0.000454       0.000000       0.000000       0.000000       0.000000       0.000000
  278  0.000000       0.000000       0.000915       0.000000       0.000000       0.000000       0.000000       0.000000
  279  0.000000       0.000000      -0.000350       0.000000       0.000000       0.000000       0.000000       0.000000
  280  0.000000       0.000000       0.000038       0.000000       0.000000       0.000000       0.000000       0.000000
  281  0.000000       0.000000      -0.000973       0.000000       0.000000       0.000000       0.000000       0.000000
  282  0.000000       0.000000      -0.000223       0.000000       0.000000       0.000000       0.000000       0.000000
  283  0.000000       0.000000       0.001160       0.000000       0.000000       0.000000       0.000000       0.000000
  284  0.000000       0.000000      -0.000456       0.000000       0.000000       0.000000       0.000000       0.000000
  285  0.000000       0.000000       0.000414       0.000000       0.000000       0.000000       0.000000       0.000000
  286  0.000000       0.000000      -0.000744       0.000000       0.000000       0.000000       0.000000       0.000000
  287  0.000000       0.000000       0.000570       0.000000       0.000000       0.000000       0.000000       0.000000
  288  0.000000       0.000000       0.000249       0.000000       0.000000       0.000000       0.000000       0.000000
  289  0.000000       0.000000       0.000011       0.000000       0.000000       0.000000       0.000000       0.000000
  290  0.000000       0.000000      -0.000895       0.000000       0.000000       0.000000       0.000000       0.000000
  291  0.000000       0.000000      -0.000322       0.000000       0.000000       0.000000       0.000000       0.000000
  292  0.000000       0.000000       0.000854       0.000000       0.000000       0.000000       0.000000       0.000000
  293  0.000000       0.000000       0.000044       0.000000       0.000000       0.000000       0.000000       0.000000
  294  0.000000       0.000000       0.000167       0.000000       0.000000       0.000000       0.000000       0.000000
  295  0.000000       0.000000       0.000017       0.000000       0.000000       0.000000       0.000000       0.000000
  296  0.000000       0.000000      -0.000030       0.000000       0.000000       0.000000       0.000000       0.000000
  297  0.000000       0.000000      -0.000064       0.000000       0.000000       0.000000       0.000000       0.000000
  298  0.000000       0.000000      -0.000242       0.000000       0.000000       0.000000       0.000000       0.000000
  299  0.000000       0.000000       0.000161       0.000000       0.000000       0.000000       0.000000       0.000000
  300  0.000000       0.000000       0.000314       0.000000       0.000000       0.000000       0.000000       0.000000
  301  0.000000       0.000000       0.000012       0.000000       0.000000       0.000000       0.000000       0.000000
  302  0.000000       0.000000      -0.000150       0.000000       0.000000       0.000000       0.000000       0.000000
  303  0.000000       0.000000       0.000280       0.000000       0.000000       0.000000       0.000000       0.000000
  304  0.000000       0.000000      -0.000479       0.000000       0.000000       0.000000       0.000000       0.000000
  305  0.000000       0.000000       0.000074       0.000000       0.000000       0.000000       0.000000       0.000000
  306  0.000000       0.000000       0.000013       0.000000       0.000000       0.000000       0.000000       0.000000
  307  0.000000       0.000000      -0.000434       0.000000       0.000000       0.000000       0.000000       0.000000
  308  0.000000       0.000000       0.000392       0.000000       0.000000       0.000000       0.000000       0.000000
  309  0.000000       0.000000       0.000599       0.000000       0.000000       0.000000       0.000000       0.000000
  310  0.000000       0.000000      -0.000343       0.000000       0.000000       0.000000       0.000000       0.000000
  311  0.000000       0.000000       0.000204       0.000000       0.000000       0.000000       0.000000       0.000000
  312  0.000000       0.000000      -0.000104       0.000000       0.000000       0.000000       0.000000       0.000000
