*RZWQM2 OUTPUTS Version 3.27 Intel Fortran               Apr 29, 2016; 16:12:54


         SHAW E         SHAW T        SHAW ET        SHAW PT        RZ PT            AE            AT           SHAWE-AE
  313  0.000000       0.000000       0.012966       0.000000       0.000000       0.000000       0.000000       0.000000
  314  0.000000       0.000000       0.000884       0.000000       0.000000       0.000000       0.000000       0.000000
  315  0.000000       0.000000       0.005735       0.000000       0.000000       0.000000       0.000000       0.000000
  316  0.000000       0.000000       0.003839       0.000000       0.000000       0.000000       0.000000       0.000000
  317  0.000000       0.000000       0.002512       0.000000       0.000000       0.000000       0.000000       0.000000
  318  0.000000       0.000000       0.008618       0.000000       0.000000       0.000000       0.000000       0.000000
  319  0.000000       0.000000       0.012194       0.000000       0.000000       0.000000       0.000000       0.000000
  320  0.000000       0.000000       0.005819       0.000000       0.000000       0.000000       0.000000       0.000000
  321  0.000000       0.000000       0.003926       0.000000       0.000000       0.000000       0.000000       0.000000
  322  0.000000       0.000000       0.018695       0.000000       0.000000       0.000000       0.000000       0.000000
  323  0.000000       0.000000       0.003487       0.000000       0.000000       0.000000       0.000000       0.000000
  324  0.000000       0.000000       0.010576       0.000000       0.000000       0.000000       0.000000       0.000000
  325  0.000000       0.000000       0.014110       0.000000       0.000000       0.000000       0.000000       0.000000
  326  0.000000       0.000000       0.003099       0.000000       0.000000       0.000000       0.000000       0.000000
  327  0.000000       0.000000       0.006817       0.000000       0.000000       0.000000       0.000000       0.000000
  328  0.000000       0.000000       0.007645       0.000000       0.000000       0.000000       0.000000       0.000000
  329  0.000000       0.000000       0.012115       0.000000       0.000000       0.000000       0.000000       0.000000
  330  0.000000       0.000000       0.010383       0.000000       0.000000       0.000000       0.000000       0.000000
  331  0.000000       0.000000       0.013354       0.000000       0.000000       0.000000       0.000000       0.000000
  332  0.000000       0.000000       0.021568       0.000000       0.000000       0.000000       0.000000       0.000000
  333  0.000000       0.000000       0.014662       0.000000       0.000000       0.000000       0.000000       0.000000
  334  0.000000       0.000000      -0.000750       0.000000       0.000000       0.000000       0.000000       0.000000
  335  0.000000       0.000000       0.003122       0.000000       0.000000       0.000000       0.000000       0.000000
  336  0.000000       0.000000       0.006697       0.000000       0.000000       0.000000       0.000000       0.000000
  337  0.000000       0.000000       0.008907       0.000000       0.000000       0.000000       0.000000       0.000000
  338  0.000000       0.000000      -0.007210       0.000000       0.000000       0.000000       0.000000       0.000000
  339  0.000000       0.000000       0.002640       0.000000       0.000000       0.000000       0.000000       0.000000
  340  0.000000       0.000000       0.009306       0.000000       0.000000       0.000000       0.000000       0.000000
  341  0.000000       0.000000       0.002420       0.000000       0.000000       0.000000       0.000000       0.000000
  342  0.000000       0.000000       0.008677       0.000000       0.000000       0.000000       0.000000       0.000000
  343  0.000000       0.000000       0.004023       0.000000       0.000000       0.000000       0.000000       0.000000
  344  0.000000       0.000000      -0.000002       0.000000       0.000000       0.000000       0.000000       0.000000
  345  0.000000       0.000000      -0.000497       0.000000       0.000000       0.000000       0.000000       0.000000
  346  0.000000       0.000000       0.000737       0.000000       0.000000       0.000000       0.000000       0.000000
  347  0.000000       0.000000      -0.004017       0.000000       0.000000       0.000000       0.000000       0.000000
  348  0.000000       0.000000       0.001577       0.000000       0.000000       0.000000       0.000000       0.000000
  349  0.000000       0.000000      -0.001398       0.000000       0.000000       0.000000       0.000000       0.000000
  350  0.000000       0.000000      -0.001272       0.000000       0.000000       0.000000       0.000000       0.000000
  351  0.000000       0.000000       0.006125       0.000000       0.000000       0.000000       0.000000       0.000000
  352  0.000000       0.000000       0.005769       0.000000       0.000000       0.000000       0.000000       0.000000
  353  0.000000       0.000000       0.006420       0.000000       0.000000       0.000000       0.000000       0.000000
  354  0.000000       0.000000      -0.000017       0.000000       0.000000       0.000000       0.000000       0.000000
  355  0.000000       0.000000      -0.000246       0.000000       0.000000       0.000000       0.000000       0.000000
  356  0.000000       0.000000      -0.004358       0.000000       0.000000       0.000000       0.000000       0.000000
  357  0.000000       0.000000       0.007299       0.000000       0.000000       0.000000       0.000000       0.000000
  358  0.000000       0.000000       0.011064       0.000000       0.000000       0.000000       0.000000       0.000000
  359  0.000000       0.000000       0.004350       0.000000       0.000000       0.000000       0.000000       0.000000
  360  0.000000       0.000000      -0.001172       0.000000       0.000000       0.000000       0.000000       0.000000
  361  0.000000       0.000000      -0.003973       0.000000       0.000000       0.000000       0.000000       0.000000
  362  0.000000       0.000000      -0.001102       0.000000       0.000000       0.000000       0.000000       0.000000
  363  0.000000       0.000000       0.002436       0.000000       0.000000       0.000000       0.000000       0.000000
  364  0.000000       0.000000       0.006997       0.000000       0.000000       0.000000       0.000000       0.000000
  365  0.000000       0.000000       0.006690       0.000000       0.000000       0.000000       0.000000       0.000000
